EGNo,WhaleName,VisualGenderCode,GeneticGenderCode,GenderCode,FirstYearSighted,LastYearSighted,BirthYear,Mother,Father,DeathYear,Darted,ReDart,Tagged,AllImagesQuality,Haplotype,Cow,FirstCalvingYear,LipsLeft,LipsRight,MandibleLeft,MandibleRight,Belly,Chin,CatalogedDate,CompositeLastUpdated,WhaleNote,CreatedBy,CreatedDate,EditedBy,EditedDate,ChangeStamp
1608,MORSE,F,F,F,1986,2018,1986,1163,,,TRUE,FALSE,TRUE,1,D,TRUE,2003,S,S,2,3,N,N,,2011-03-23,visual sex 8/6/2000. 8/17/11 LMC changed belly to black based on images.,<unknown>,1900-01-01,kmcpherson,2021-12-09,
1609,CRATER,M,M,M,1986,2016,1986,1007,,,TRUE,FALSE,TRUE,1,A,FALSE,,M,M,5,5,N,N,,2005-11-09,Named for the large divot scar on the right shoulder.,<unknown>,1900-01-01,kmcpherson,2021-12-09,
1610,,M,M,M,1986,1988,1986,1509,1033,,TRUE,FALSE,FALSE,1,B,FALSE,,M,M,,,N,N,,,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,phamilton,2016-04-08,
1611,CLOVER,F,F,F,1986,2020,1986,1034,,,TRUE,FALSE,TRUE,1,D,TRUE,2001,N,N,4,4,N,X,,2011-03-23,"The 4 islands off the coaming look like a 4-leaf clover. 

Small propeller cuts on belly
Similar to #1317.",<unknown>,1900-01-01,kmcpherson,2021-12-07,
1612,JUNO,F,F,F,1986,2021,,,,,TRUE,FALSE,FALSE,1,C,TRUE,1986,S,S,2,3,X,N,,2015-10-05,"On 12/1/14, PKH entered genetic sex based on SampleID 179108 (2/21/2009). Named in 2020 based on her roman nose for Juno -the queen of the Roman gods.",<unknown>,1900-01-01,kmcpherson,2021-12-07,
1613,,X,M,M,1986,2018,1986,1612,1055,,TRUE,FALSE,TRUE,1,C,FALSE,,M,M,3,3,X,N,,2005-11-18,"Left head similar to #2720. Paternity data entered 4/8/16-PKH.
Visual sex changed from male to unknown on 6/6/19, because no photo or behavior evidence to support it. -KRH
Lip callosities come and go.",<unknown>,1900-01-01,kmcpherson,2021-12-07,
1616,OWL,M,M,M,1986,2021,,,,,TRUE,FALSE,FALSE,1,D,FALSE,,N,N,5,5,Y,Y,,2005-11-21,SIMILAR TO 3010 and 3230. Named 11/14/19- Looks like an owl resting on a branch with the tdecay looking like the eyes.,<unknown>,1900-01-01,kmcpherson,2021-12-07,
1617,ORANGEPEEL,M,M,M,1973,2014,,,,,TRUE,FALSE,FALSE,1,D,FALSE,,N,N,,,Y,Y,,2005-11-21,,<unknown>,1900-01-01,mzani,2013-07-03,
2660,GANNET,F,F,F,1996,2011,1996,1160,,,TRUE,FALSE,FALSE,1,A,TRUE,2006,M,L,,,Y,Y,1998-06-29,2011-03-23,Named Gannet for scar on left head that looks like a diving Gannet. Visual sex by association w/ calf,<unknown>,1998-06-29,mhagbloom,2013-07-23,
2681,HYPHEN,M,M,M,1996,2021,1996,1281,,,TRUE,FALSE,FALSE,2,A,FALSE,,N,S,2,2,N,N,,,"Named in 2018 for scar anterior of the coaming which looks like a hyphen sign (-), and since his mother is Punctuation it is a family name",<unknown>,1900-01-01,kmcpherson,2021-11-16,
2701,,F,F,F,1997,2000,1997,1601,1144,2000,TRUE,FALSE,TRUE,2,A,FALSE,,N,S,,,Y,Y,1998-07-01,2008-03-18,"On 12/1/14, PKH entered genetic sex based on SampleID 514 (8/3/2009). Paternity data entered 4/8/16-PKH.",<unknown>,1998-07-01,phamilton,2016-04-08,
2704,,M,M,M,1996,1998,1997,1704,1041,,TRUE,FALSE,FALSE,2,D,FALSE,,N,N,,,N,X,1998-07-01,,Paternity data entered 4/8/16-PKH.,<unknown>,1998-07-01,jharrison,2017-05-12,
2705,SILVER,X,M,M,1997,2021,1997,1405,1102,,TRUE,FALSE,FALSE,2,B,FALSE,,S,N,3,3,Y,Y,1998-07-01,,Paternity data entered 4/8/16-PKH.,<unknown>,1998-07-01,kmcpherson,2021-11-11,
2707,,X,F,F,1996,1997,1997,1707,,,TRUE,FALSE,FALSE,2,D,FALSE,,N,S,,,X,X,1998-07-01,,,<unknown>,1998-07-01,jharrison,2017-05-12,
2709,TETRIS,M,M,M,1997,2015,1997,1509,,,TRUE,FALSE,FALSE,2,B,FALSE,,M,M,,,N,N,1998-07-01,2016-07-01,Visual sex 8/16/04. Named in 2015 because the island looks like it could fit into the continuous portion of the callosity like a piece in the puzzle game tetris.,<unknown>,1998-07-01,phamilton,2016-07-01,
2710,ARC,F,F,F,1996,2014,1997,1004,1033,,TRUE,FALSE,TRUE,1,D,TRUE,2006,N,N,,,N,N,1998-07-01,2010-07-22,"SIMILAR TO 1920 AND 2753 FROM AIR, named for the scar that arcs over the coaming and the scar next to the right blowhole that also arcs. Paternity data entered 4/8/16-PKH.",<unknown>,1998-07-01,phamilton,2016-04-08,
2713,,M,M,M,1997,2021,1997,1013,,,TRUE,FALSE,FALSE,3,D,FALSE,,N,N,2,2,N,X,1998-07-01,2006-03-30,"Sightings from 2002 to 2004 were BK01. Genetic sex was added by PKH on Dec. 20, 2012 based on SampleID 179988, SightingID 81805.",<unknown>,1998-07-01,kmcpherson,2021-11-11,
2720,,X,X,X,1997,2017,,,,,FALSE,FALSE,FALSE,1,,FALSE,,M,M,1,2,X,X,1999-08-30,2010-06-07,"The only supposed skin sample for this whale was from a skin scrape on 8/1/2002 ""B"" DN*. It appears that skin scrape is from 2320 (genetically matches other samples from 2320), so 2720 has not been sampled- 11/8/10-PKH. Left head similar #1613.",<unknown>,1999-08-30,kmcpherson,2021-11-11,
2730,,X,X,X,1997,1998,,,,,FALSE,FALSE,FALSE,2,,FALSE,,M,M,,,X,X,1999-09-29,,,<unknown>,1999-09-29,Cborutskie,2009-05-06,
2740,CHAUVE,M,M,M,1997,2021,1997,1240,,,TRUE,FALSE,FALSE,2,D,FALSE,,N,N,3,2,N,N,1998-07-01,2011-03-23,Can look similar to 1043. Named in 2021 for the French word for bald because of his sparse callosity and the fact his mother was Baldy.,<unknown>,1998-07-01,kmcpherson,2021-11-11,
2743,ELLIPSIS,M,M,M,1997,2021,1997,1243,,,TRUE,FALSE,FALSE,2,A,FALSE,,M,M,4,5,N,N,1998-07-01,2016-07-01,Left head similar to 3712. Genetic sex entered 2/26/20 based on SampleID 221570. Named 2021 for the three post blowhole callosities.  Three periods in a row (…) is called  an ellipsis.,<unknown>,1998-07-01,kmcpherson,2021-11-11,
2746,,F,F,F,1996,2017,1997,1946,1170,,TRUE,FALSE,FALSE,2,C,TRUE,2007,S,S,3,2,Y,Y,1998-07-01,2015-10-05,Visual sex 9/12/2004. Paternity data entered 4/8/16-PKH.,<unknown>,1998-07-01,kmcpherson,2021-11-11,
2750,HALEY,M,M,M,1997,2019,1997,1950,1170,,TRUE,FALSE,FALSE,2,A,FALSE,,N,N,3,3,X,N,1998-07-01,,Visual sex 9/18/2003. Paternity data entered 4/8/16-PKH.,<unknown>,1998-07-01,kmcpherson,2021-11-11,
2753,ARPEGGIO,F,F,F,1997,2022,1997,1153,,,TRUE,FALSE,FALSE,2,A,TRUE,2008,S,S,3,5,Y,Y,1998-07-01,2010-06-07,SIMILAR TO 2710 (FROM AIR); Arpeggio,<unknown>,1998-07-01,khowe,2023-02-07,
2760,,M,M,M,1995,2020,,,,,TRUE,FALSE,FALSE,1,C,FALSE,,N,S,5,3,N,N,1999-11-17,2011-03-23,"Halpotype added 10/5/07, right head looks like 1711",<unknown>,1999-11-17,kmcpherson,2021-11-11,
2770,,X,M,M,1996,2021,,,,,TRUE,FALSE,FALSE,1,C,FALSE,,M,M,2,2,X,N,2000-03-24,2016-07-01,Halpotype added 10/5/07,<unknown>,2000-03-24,kmcpherson,2021-11-11,
2780,HARRY POTTER,X,M,M,1997,2002,,,,,TRUE,FALSE,FALSE,1,D,FALSE,,N,L,,,X,X,2000-03-24,,Halpotype added 10/5/07,<unknown>,2000-03-24,jharrison,2017-05-12,
1709,,X,M,M,1987,1998,1987,1127,1155,,TRUE,FALSE,FALSE,3,D,FALSE,,N,N,,,N,X,,2005-11-30,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,phamilton,2016-04-08,
1710,,F,X,F,1987,2011,,,,,FALSE,FALSE,FALSE,6,D,TRUE,1987,S,S,,,X,X,,,,<unknown>,1900-01-01,mhagbloom,2013-07-25,
1711,,F,F,F,1987,2021,1987,1710,,,TRUE,FALSE,TRUE,8,D,TRUE,2003,N,N,5,2,N,N,,,Right head looks like 2760,<unknown>,1900-01-01,kmcpherson,2021-12-06,
1712,,M,M,M,1987,2016,1987,1619,,,TRUE,FALSE,FALSE,1,C,FALSE,,S,S,2,2,N,N,,,,<unknown>,1900-01-01,kmcpherson,2021-12-06,
1713,,F,X,F,1985,1988,,,,,FALSE,FALSE,FALSE,1,,TRUE,1988,N,N,,,X,X,,,,<unknown>,1900-01-01,jharrison,2017-05-12,
1715,,X,M,M,1987,2021,,,,,TRUE,FALSE,TRUE,1,A,FALSE,,N,N,2,2,Y,Y,,2011-03-23,"On 12/1/14, PKH entered hap and genetic sex based on SampleID 179148 (5/17/2010).",<unknown>,1900-01-01,kmcpherson,2021-12-06,
1716,,X,M,M,1982,2017,,,,,TRUE,FALSE,FALSE,1,C,FALSE,,N,N,2,2,X,N,,,,<unknown>,1900-01-01,kmcpherson,2021-12-06,
1718,,X,X,X,1987,1989,,,,,FALSE,FALSE,FALSE,3,,FALSE,,N,N,,,X,X,,,,<unknown>,1900-01-01,jharrison,2017-05-12,
1719,,F,F,F,1987,2021,,,,,TRUE,TRUE,FALSE,1,B,FALSE,,N,N,2,2,N,N,,2022-08-17,"Genetic sex was added by PKH on Dec. 20, 2012 based on SampleID 179975, SightingID 79449. Haplotype added by PKH on 6/13/13- SampleID 179959. Added to re-dart 1/27/16",<unknown>,1900-01-01,awarren,2022-08-17,
1720,GALILEO,X,M,M,1987,2021,,,,,TRUE,FALSE,FALSE,0,D,FALSE,,N,N,5,5,X,X,,2016-07-01,"On 12/1/14, PKH entered hap and genetic sex based on SampleID 179142 (5/13/2010). Named in 2020 based on white marks on the head that look like the night scar.",<unknown>,1900-01-01,kmcpherson,2021-12-06,
1801,SPARKY,M,M,M,1988,2021,1988,1242,1819,,TRUE,FALSE,TRUE,1,A,FALSE,,M,M,5,3,N,N,,2015-10-05,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,kmcpherson,2021-12-03,
1802,LEGATO,F,F,F,1988,2021,1988,1014,,,TRUE,FALSE,TRUE,1,A,TRUE,2003,N,S,3,2,Y,Y,,2005-11-23,"SIMILAR TO 1812, Legato means “tied together”. In music, it indicates that musical notes are played or sung smoothly, and 1802's islands smoothly connect to her bonnet. Staccato was 1802's mom and Legato is the opposite of the meaning of Stacatto’s name",<unknown>,1900-01-01,kmcpherson,2021-12-03,
1803,,M,M,M,1988,2021,1988,1266,1156,,TRUE,FALSE,FALSE,1,D,FALSE,,N,N,3,3,X,X,,2005-11-28,Visual sex added  5/4/10. Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,kmcpherson,2021-12-03,
1804,KATZ,M,M,M,1988,2019,1988,1160,,,TRUE,TRUE,FALSE,1,A,FALSE,,M,M,2,4,Y,Y,,2011-03-23,,<unknown>,1900-01-01,kmcpherson,2021-12-03,
1805,,X,M,M,1988,2021,,,,,TRUE,FALSE,FALSE,1,D,FALSE,,S,M,7,5,X,X,,2011-03-23,,<unknown>,1900-01-01,kmcpherson,2021-12-03,
1806,,X,F,F,1988,1996,1988,1515,,,TRUE,FALSE,FALSE,1,D,FALSE,,N,S,,,N,X,,,,<unknown>,1900-01-01,Cborutskie,2009-03-19,
1807,,X,X,X,1988,1988,1988,1204,,,FALSE,FALSE,FALSE,0,,FALSE,,N,N,,4,X,X,,,,<unknown>,1900-01-01,phamilton,2022-01-14,
1808,,X,X,X,1988,1988,1988,1713,,,FALSE,FALSE,FALSE,3,,FALSE,,N,N,,,X,X,,,,<unknown>,1900-01-01,Cborutskie,2009-03-19,
1810,SWERVE,F,F,F,1988,2021,,,,,TRUE,FALSE,FALSE,1,D,TRUE,1994,N,N,5,4,N,N,1993-03-01,,Named in 2016 because the bonnet and the coaming look like they are swerving to avoid each other.,<unknown>,1993-03-01,kmcpherson,2021-12-03,
1811,,X,X,X,1988,1989,,,,,FALSE,FALSE,TRUE,2,,FALSE,,N,N,,,X,X,,,,<unknown>,1900-01-01,Cborutskie,2009-03-19,
1812,WAR,F,F,F,1988,2021,,,,,TRUE,FALSE,TRUE,1,D,TRUE,1996,M,M,1,1,N,N,,2018-05-02,"SIMILAR TO 1802 and 3812, Halpotype added 10/5/07. Named in 2018- named for the War of 1812, and her bonnet looks like two cannons pointed at a ship (coaming) and the scar on the right head is a warhead/missile.",<unknown>,1900-01-01,kmcpherson,2021-12-03,
1813,,X,M,M,1988,2018,,,,,TRUE,FALSE,TRUE,1,C,FALSE,,M,M,4,4,X,N,,,,<unknown>,1900-01-01,kmcpherson,2021-12-03,
1814,,F,F,F,1988,2011,,,,,TRUE,FALSE,FALSE,2,A,TRUE,2007,N,N,,,N,X,,2015-10-05,"Similar to 3232, esp.bonnet. Sex seen but not photographed 5/18/05, then mother in 2007, Genetic sex added 9/24/07, Halpotype added 10/5/07.",<unknown>,1900-01-01,phamilton,2015-10-05,
1815,,F,F,F,1988,2002,,,,,TRUE,FALSE,FALSE,0,D,TRUE,1996,N,N,,,X,X,,,,<unknown>,1900-01-01,Cborutskie,2009-03-19,
1816,,F,X,F,1988,1990,,,,,FALSE,FALSE,FALSE,1,,FALSE,,N,N,,,N,N,,,,<unknown>,1900-01-01,Cborutskie,2009-03-19,
1817,SILT,F,F,F,1988,2021,,,,,TRUE,FALSE,FALSE,1,A,TRUE,1996,N,N,2,1,N,N,,,"Named silt because her callosity is constantly shifting like sand or silt and she has very low topography. ""Distinctive scar on back/side/flank"" is on left side/flank, well below water line.",<unknown>,1900-01-01,kmcpherson,2021-12-03,
1818,,X,M,M,1988,2017,,,,,TRUE,FALSE,FALSE,1,A,FALSE,,S,S,3,5,Y,Y,1993-04-01,,MX concerned there is confusion between 1818 and 2340. 2340 has big lips. White chin added based on 1/17/08 sighting- among others. 7/11/14-PKH,<unknown>,1993-04-01,kmcpherson,2021-12-03,
1819,,X,M,M,1985,1995,,,,,TRUE,FALSE,FALSE,1,C,FALSE,,N,N,,,X,N,1993-04-01,,,<unknown>,1993-04-01,jharrison,2017-05-12,
1820,CELLO,X,M,M,1988,2021,,,,,TRUE,FALSE,FALSE,1,B,FALSE,,S,M,3,3,X,N,1994-02-01,2015-10-05,"Blk ch added based on 5/2/2005 NEFSC/T ""HH"" -MNH 3/2014. Named in 2018- the callosity looks like a cello and the scar behind the blowholes looks like a cello bow.",<unknown>,1994-02-01,kmcpherson,2021-12-03,
1821,SLANT,M,M,M,1988,2021,,,,,TRUE,FALSE,FALSE,1,A,FALSE,,N,S,5,3,N,N,1998-06-01,2011-03-23,"PED SCAR SIMILAR TO 1708'S, named for the bonnet, coaming, and ped scar all having the same slant.",<unknown>,1998-06-01,kmcpherson,2021-12-03,
1901,INGALLS,M,M,M,1989,2021,1989,1201,,,TRUE,FALSE,FALSE,1,C,FALSE,,S,M,2,1,N,N,,,"Named back in 1998 but hadn't been recorded in the database. Named for the man who let 1901 out of a weir in 1998- Wayne Ingalls. The belly shot from 8/15/08 (image 266) can not be verified as 1901- so the umbillicus scar is not confirmed.

Left head looks similar to #3802. Also 3523, 3812, 3989.",<unknown>,1900-01-01,kmcpherson,2021-12-03,
1903,,M,M,M,1989,1994,1989,1303,,1994,TRUE,FALSE,TRUE,1,A,FALSE,,N,N,,,X,Y,,,"Gentically matched to dead whale from 7/9/1994. Sex, Hap, all 4 loci, sighting history. Using Baesian methods- 99.5% sure (incorporates 100 unsamples whales from the population). MNH added male visual sex based on necropsy report and images from 7/13/1994.",<unknown>,1900-01-01,mhagbloom,2017-03-02,
1907,BUOY BOY,F,F,F,1989,1991,1989,1407,,1991,TRUE,FALSE,FALSE,1,B,FALSE,,S,S,,,N,X,,,,<unknown>,1900-01-01,jharrison,2017-05-12,
1909,REYNA,F,F,F,1989,2004,1989,1509,1617,2004,TRUE,FALSE,FALSE,1,B,FALSE,,N,S,,,N,N,,,"Dead from major propeller cuts. Paternity data entered 4/8/16-PKH. Her name Reyna, which is based on the Spanish word for queen, was given to her in 2009 by New Bedford fifth grader Ryleigh Beaulieu through the New Bedfor Whaling Museum- Name added to the Catalog 1/17/23 after agreeing that these posthumous names should be in the Catalog.",<unknown>,1900-01-01,phamilton,2023-01-17,
1911,MYSTIQUE,F,F,F,1989,2017,1989,1001,1279,2017,TRUE,FALSE,TRUE,1,D,TRUE,2001,N,N,4,4,N,N,,2011-03-23,"Named because her callosity is one of the hardest to categorize- she can look continuous or broken in the same year. Paternity data entered 4/8/16-PKH. On 9/26/17, it was genetically determined that one of the 2017 Newfoundland carcasses (20170093, SampleID 204257, River of Ponds whale) was NEA4111 (sex, hap, and 9 out of 10 alleles match). BUT on 2/1/18, PKH confirmd that 4111 was still alive and seen on 1/31/18 by S2S/GA. Trent determined that the dead whale was 1911- 4111's mother, and photographs of the right mandibles support that. On 2/2/18, PKH chnaged the IDs of all dead sighitngs, and gave 1911 a death year of 2017.",<unknown>,1900-01-01,kmcpherson,2021-12-03,
1920,,M,M,M,1989,2021,1989,1334,1055,,TRUE,FALSE,FALSE,1,B,FALSE,,N,N,3,1,N,N,,2018-05-02,"SIMILAR TO 2710 FROM AIR, also 3560. Visual sex added  5/4/10. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,kmcpherson,2021-12-03,
1930,,X,M,M,1989,1992,,,,,TRUE,FALSE,FALSE,2,C,FALSE,,S,S,,,X,X,,,"Hap from SampleID 680 and 681 are both Hap C. The Hap in DIGITS was Hap B. On 6/6/18, PKH changed the Hap from B to C. Old data entry error?",<unknown>,1900-01-01,phamilton,2018-06-06,
1931,,X,F,F,1989,1990,1989,1301,1166,,TRUE,FALSE,FALSE,1,D,FALSE,,N,S,,,X,X,,,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,phamilton,2016-04-08,
1933,,F,F,F,1989,2001,1989,1233,,,TRUE,FALSE,FALSE,1,A,TRUE,2001,N,N,,,X,X,,,,<unknown>,1900-01-01,Cborutskie,2009-03-18,
1934,SAGAMORE,F,F,F,1989,2021,1989,1034,,,TRUE,FALSE,FALSE,3,D,FALSE,,M,M,4,3,N,N,,2010-07-22,Named for white scar over coaming--looks like it's a bridge connecting the left and right side of her head and the Sagamore Bridge connects mainland Mass to Cape Cod,<unknown>,1900-01-01,kmcpherson,2021-12-03,
1940,,X,M,M,1989,2008,,,,,TRUE,FALSE,FALSE,1,A,FALSE,,N,N,,,X,X,1991-07-01,,"Genetic sex was added by PKH on Dec. 20, 2012 based on SampleID 375, SightingID 57561. Haplotype added by PKH on 6/13/13- SampleID 375",<unknown>,1991-07-01,phamilton,2013-06-13,
1941,,F,F,F,1989,1990,1989,1241,1154,,TRUE,FALSE,TRUE,1,D,FALSE,,N,N,,,X,X,,,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,phamilton,2016-04-08,
1946,,F,F,F,1989,2015,1989,1246,1037,,TRUE,FALSE,FALSE,1,C,TRUE,1997,M,M,,,N,N,,,"trailing edge similar to 3329's. On 11/8/10, PKH changed haplotype from ""A"" to ""C"". See problem 37 in 2nd GenProb document for details. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,phamilton,2016-04-08,
1950,,F,F,F,1989,2021,,,,,TRUE,FALSE,FALSE,2,A,TRUE,1997,N,N,4,3,N,N,1994-02-01,,"SIMILAR TO 1145 AND 1208. On May 29, 2017, Hap changed to A in both the Catalog and Trent databases- see discrepancy 13.",<unknown>,1994-02-01,kmcpherson,2021-12-03,
1954,,F,F,F,1989,1996,1989,1254,,,TRUE,FALSE,FALSE,1,B,FALSE,,L,L,,,N,X,,,,<unknown>,1900-01-01,Cborutskie,2009-03-16,
1960,,M,M,M,1989,2019,,,,,TRUE,FALSE,FALSE,1,A,FALSE,,S,M,2,2,N,N,1989-01-01,,"BLK BEL and MALE visual sex added based on 09/19/2011 NEA/N ""A""",<unknown>,1989-01-01,kmcpherson,2021-12-02,
1968,QUATRO,F,F,F,1989,2017,1989,1168,1271,,TRUE,FALSE,FALSE,2,D,FALSE,,L,L,3,3,N,N,,,"Named for the 4 evenly spaced scars on the peduncle. BLK CH added from 2/6/2011 S2S/GA ""A."" Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,kmcpherson,2021-12-02,
1970,PALMETTO,F,F,F,1989,2021,,,,,TRUE,FALSE,FALSE,1,C,TRUE,1996,N,S,3,2,N,N,1996-06-11,2010-06-07,"The long coaming with the two peninsulas looks like a palmetto tree and she is a calving female seen in the SEUS frequently. She has also been seen of SC and the palmetto tree is on the SC state flag- a fitting tribute to them naming right whales as the ""state migratory marine mammal.""",<unknown>,1996-06-11,kmcpherson,2021-12-02,
1971,NANTUCKET,M,M,M,1989,2019,1989,1171,1147,,TRUE,FALSE,FALSE,1,B,FALSE,,N,N,4,4,N,N,,2011-03-23,"Named becase it was seen off Nantucket and gave the disentanglement team a Nantucket slay ride during a disentanglement, Visual sex added  5/4/10. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,kmcpherson,2021-12-02,
1980,,M,M,M,1989,2021,,,,,TRUE,FALSE,FALSE,2,D,FALSE,,M,M,4,4,Y,Y,2001-02-06,2011-03-23,,<unknown>,2001-02-06,kmcpherson,2022-01-11,
1981,CROC,X,M,M,1989,2014,1989,1281,1166,,TRUE,FALSE,TRUE,1,A,FALSE,,S,S,,,X,N,,2011-03-23,"On 12/1/14, PKH entered genetic sex based on SampleID 179175 (3/9/2010).Named in 2015 because the callosity looks like a slender-snouted crocodile. The coaming is the long snout, the peninsulas are the eyes, and the bonnet is the head of the crocodile. He even has a low/bald spot that makes the 'eyes' pop out like a croc. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,phamilton,2016-04-08,
1990,,X,X,X,1989,2014,,,,,FALSE,FALSE,FALSE,2,,FALSE,,S,N,,,X,X,2008-11-11,2009-07-01,Was BK02,phamilton,2008-11-11,mmarx,2013-06-17,
2004,,M,X,M,1990,1990,1990,1004,,,FALSE,FALSE,FALSE,1,D,FALSE,,L,L,,,N,X,,,,<unknown>,1900-01-01,<unknown>,1900-01-01,
2010,GANDALF,X,M,M,1990,2021,1990,1310,,,TRUE,FALSE,FALSE,2,D,FALSE,,L,L,5,3,N,N,,2018-05-02,"Scoliosis of the spine?- see 3/14/09, BOF 2016 images. BLK BEL added from 4/22/2007 PCCS/A. Looks similar to 3115.Named 11/14/19- Scar on left head loks like Gandalfs staff",<unknown>,1900-01-01,kmcpherson,2021-12-02,
2014,,X,X,X,1990,1990,1990,1114,,,FALSE,FALSE,FALSE,2,D,FALSE,,N,N,,,X,X,,,,<unknown>,1900-01-01,Cborutskie,2009-04-22,
2018,DALMATIAN,M,M,M,1990,2017,1990,1118,,,TRUE,FALSE,FALSE,1,A,FALSE,,L,L,2,3,N,N,,,"Visual sex from 8/31/99 ""BB"", named for the white spots on the lower jaw",<unknown>,1900-01-01,kmcpherson,2021-12-02,
2027,ANDY,M,M,M,1990,2021,1990,1127,,,TRUE,FALSE,FALSE,2,D,FALSE,,M,L,5,5,N,N,,,Similar to 3040,<unknown>,1900-01-01,kmcpherson,2022-01-11,
2029,VIOLA,F,F,F,1990,2020,1990,1629,1320,,TRUE,FALSE,FALSE,1,D,TRUE,2003,M,M,3,3,N,N,,2011-03-23,"Visual sex from 6/5/06 ""A"" as well as calf association, named for the callosity looking like a viola or a violin. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,kmcpherson,2021-12-02,
2030,,F,F,F,1990,1999,,,,1999,TRUE,FALSE,FALSE,1,A,FALSE,,L,L,,,N,N,1993-05-12,,,<unknown>,1993-05-12,jharrison,2017-05-12,
2040,NAEVUS,X,F,F,1990,2022,1990,1140,1720,,TRUE,FALSE,FALSE,1,D,TRUE,2002,N,N,4,4,N,N,,,Named for Latin for birthmark/mole for the two small beautymark-like islands near the coaming on both sides. Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,kmcpherson,2021-12-02,
2042,,F,F,F,1990,2013,1990,1142,1514,,TRUE,FALSE,FALSE,1,A,TRUE,2013,S,S,,,Y,Y,,2010-06-07,"Genetic sex added 9/24/07. Can look like 1204, 2950 from the air. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,phamilton,2016-04-08,
2048,,X,M,M,1990,2021,1990,1248,,,TRUE,FALSE,FALSE,1,A,FALSE,,M,L,1,1,X,X,,,,<unknown>,1900-01-01,kmcpherson,2021-12-02,
2050,,F,F,F,1990,2001,,,,,TRUE,FALSE,FALSE,0,C,TRUE,2001,N,N,,,N,N,1994-05-25,,,<unknown>,1994-05-25,<unknown>,1994-05-25,
2057,IO,M,X,M,1990,2017,1990,1157,,,FALSE,FALSE,FALSE,1,A,FALSE,,N,N,4,3,N,X,,2010-07-22,,<unknown>,1900-01-01,kmcpherson,2022-01-11,
2110,,X,M,M,1991,2008,1991,1710,,,TRUE,FALSE,TRUE,0,D,FALSE,,M,M,,,X,X,,2011-03-23,,<unknown>,1900-01-01,mhagbloom,2013-07-02,
2114,,X,F,F,1990,2003,1991,1314,,,TRUE,FALSE,FALSE,0,D,TRUE,2003,N,S,,,Y,Y,,,,<unknown>,1900-01-01,Cborutskie,2009-04-22,
2120,,F,F,F,1991,1995,,,,,TRUE,FALSE,FALSE,0,C,FALSE,,N,M,,,Y,Y,1996-05-15,,,<unknown>,1996-05-15,Cborutskie,2009-04-22,
2123,COUPLET,F,F,F,1991,2017,1991,1123,1144,2017,TRUE,FALSE,FALSE,0,A,TRUE,2001,N,S,4,5,Y,Y,,,"Named for the double peninsula off the bonnet on the right. Also, this whale is the daughter of Sonnet and a couplet is a unit of verse that is often part of a sonnet. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,kmcpherson,2021-11-29,
2130,,X,X,X,1990,1991,1991,1014,,,FALSE,FALSE,FALSE,0,A,FALSE,,X,X,,,X,X,,,,<unknown>,1900-01-01,Cborutskie,2009-04-22,
2135,SOS,M,M,M,1991,2021,1991,1135,1156,,TRUE,FALSE,TRUE,0,D,FALSE,,S,S,4,4,N,N,,,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,kmcpherson,2021-11-29,
2140,PEANUT,M,M,M,1990,2017,1991,1240,1150,2017,TRUE,FALSE,FALSE,0,D,FALSE,,N,N,3,4,N,N,,,"The scar by the front of the right bonnet, though small, is quite distinctive. It looks like a peanut. Paternity data entered 4/8/16-PKH.",<unknown>,1900-01-01,kmcpherson,2021-11-29,
2142,RHINO,X,M,M,1991,2021,1991,1242,,,TRUE,FALSE,FALSE,0,A,FALSE,,M,M,1,0,X,X,,,Left head looks very similar to 3742.,<unknown>,1900-01-01,kmcpherson,2021-11-29,
2143,LUCKY,F,F,F,1991,2005,1991,1243,1511,2005,TRUE,FALSE,FALSE,0,A,FALSE,,N,N,,,N,N,,,Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,jharrison,2017-05-12,
2145,,F,F,F,1991,2017,1991,1145,1150,,TRUE,FALSE,TRUE,0,D,TRUE,2001,N,N,5,5,N,N,,,similar to 1503. Paternity data entered 4/8/16-PKH.,<unknown>,1900-01-01,kmcpherson,2021-11-29,
2150,,F,F,F,1991,2003,,,,2003,TRUE,FALSE,FALSE,2,A,TRUE,2001,N,N,,,X,X,2001-02-06,,"On 12/1/14, PKH entered hap and genetic sex based on SampleID 89 (2003).",<unknown>,2001-02-06,phamilton,2014-12-01,
